text,label,sentiment,word_count,avg_word_length,original_label,split,text_original,text_clean,token_count,text_length_clean,word_count_clean,avg_word_length_clean
musclenerd it doesnt work for me i was on and know my iphone is blocked for the sim,0,negative,18,4.611111111111111,0,train,musclenerd it doesnt work for me i was on and know my iphone is blocked for the sim,musclenerd it doesnt work for me i was on and know my iphone is blocked for the sim,18,83,18,3.6666666666666665
retroferran ace prize winning fan made vid for best single not released in please keep retweeting,0,negative,16,6.0625,0,train,retroferran ace prize winning fan made vid for best single not released in please keep retweeting,retroferran ace prize winning fan made vid for best single not released in please keep retweeting,16,97,16,5.125
at work for an hour and i already have accomplished a lot,1,positive,12,4.75,4,train,at work for an hour and i already have accomplished a lot,at work for an hour and i already have accomplished a lot,12,57,12,3.8333333333333335
blockheadbiotch oh thats right,0,negative,4,7.5,0,train,blockheadbiotch oh thats right,blockheadbiotch oh thats right,4,30,4,6.75
andrewkelsall youre welcome just read your article and subscribed via rss,1,positive,11,6.636363636363637,4,train,andrewkelsall youre welcome just read your article and subscribed via rss,andrewkelsall youre welcome just read your article and subscribed via rss,11,73,11,5.7272727272727275
jielee what a model,1,positive,4,4.75,4,train,jielee what a model,jielee what a model,4,19,4,4.0
helloeli no answer,0,negative,3,6.0,0,train,helloeli no answer,helloeli no answer,3,18,3,5.333333333333333
my heel is def bruised and im thinking something new is broken doctor tomorrow to find out,0,negative,17,5.294117647058823,0,train,my heel is def bruised and im thinking something new is broken doctor tomorrow to find out,my heel is def bruised and im thinking something new is broken doctor tomorrow to find out,17,90,17,4.352941176470588
nathandorian this sounds nice,1,positive,4,7.25,4,train,nathandorian this sounds nice,nathandorian this sounds nice,4,29,4,6.5
bought a red dress the roommate is proud,1,positive,8,5.0,4,train,bought a red dress the roommate is proud,bought a red dress the roommate is proud,8,40,8,4.125
mollyirwin thanks for the link molly so inspiring beautiful photos just added lenas blog to my bloglines feeds,1,positive,18,6.111111111111111,4,train,mollyirwin thanks for the link molly so inspiring beautiful photos just added lenas blog to my bloglines feeds,mollyirwin thanks for the link molly so inspiring beautiful photos just added lenas blog to my bloglines feeds,18,110,18,5.166666666666667
suc unfortunately i am stuck at work so i cant get said prize,0,negative,13,4.6923076923076925,0,train,suc unfortunately i am stuck at work so i cant get said prize,suc unfortunately i am stuck at work so i cant get said prize,13,61,13,3.769230769230769
huergh i just took a bite out of this weird fruit stick its fuckin rank,0,negative,15,4.733333333333333,0,train,huergh i just took a bite out of this weird fruit stick its fuckin rank,huergh i just took a bite out of this weird fruit stick its fuckin rank,15,71,15,3.8
driving home from barrow dont want to go to work tomorrow,0,negative,11,5.181818181818182,0,train,driving home from barrow dont want to go to work tomorrow,driving home from barrow dont want to go to work tomorrow,11,57,11,4.2727272727272725
ive got the hiccups its hurting,0,negative,6,5.166666666666667,0,train,ive got the hiccups its hurting,ive got the hiccups its hurting,6,31,6,4.333333333333333
joegigantino a kid again oh good thanks for that amazing what happens when we live and love every moment of the day,1,positive,22,5.227272727272728,4,train,joegigantino a kid again oh good thanks for that amazing what happens when we live and love every moment of the day,joegigantino a kid again oh good thanks for that amazing what happens when we live and love every moment of the day,22,115,22,4.2727272727272725
petitegirl aww well it was nothing really lol helping you out xxxxx,1,positive,12,5.583333333333333,4,train,petitegirl aww well it was nothing really lol helping you out xxxxx,petitegirl aww well it was nothing really lol helping you out xxxxx,12,67,12,4.666666666666667
bought new quotsuzuki cultusquot,1,positive,4,8.0,4,train,bought new quotsuzuki cultusquot,bought new quotsuzuki cultusquot,4,32,4,7.25
shannapace im not a trance personi saw tiesto with a friend who was obsessed dont remember that much of the show,0,negative,21,5.333333333333333,0,train,shannapace im not a trance personi saw tiesto with a friend who was obsessed dont remember that much of the show,shannapace im not a trance personi saw tiesto with a friend who was obsessed dont remember that much of the show,21,112,21,4.380952380952381
famousntob no i only have blip should i,0,negative,8,4.875,0,train,famousntob no i only have blip should i,famousntob no i only have blip should i,8,39,8,4.0
that was disgusting poor little piggys oink oink,0,negative,8,6.0,0,train,that was disgusting poor little piggys oink oink,that was disgusting poor little piggys oink oink,8,48,8,5.125
missjojosmith is she really in the priory already,0,negative,8,6.125,0,train,missjojosmith is she really in the priory already,missjojosmith is she really in the priory already,8,49,8,5.25
i miss the philippines i wanna go there right now,0,negative,10,4.9,0,train,i miss the philippines i wanna go there right now,i miss the philippines i wanna go there right now,10,49,10,4.0
tabi ha not watching cheaters i think its dumbbut he loves ithe thinks its the funniest thing ever,0,negative,18,5.444444444444445,0,train,tabi ha not watching cheaters i think its dumbbut he loves ithe thinks its the funniest thing ever,tabi ha not watching cheaters i think its dumbbut he loves ithe thinks its the funniest thing ever,18,98,18,4.5
ealaionta give me back my rain,0,negative,6,5.0,0,train,ealaionta give me back my rain,ealaionta give me back my rain,6,30,6,4.166666666666667
hannahnicklin little bit of column a little bit of column b they only go up to an which is not even close to sufficient,0,negative,24,4.958333333333333,0,train,hannahnicklin little bit of column a little bit of column b they only go up to an which is not even close to sufficient,hannahnicklin little bit of column a little bit of column b they only go up to an which is not even close to sufficient,24,119,24,4.0
so its the last day of school and i now have no plans wow im a loser hah via hatz hahaha weve been out for weeks,1,positive,26,4.307692307692308,4,train,so its the last day of school and i now have no plans wow im a loser hah via hatz hahaha weve been out for weeks,so its the last day of school and i now have no plans wow im a loser hah via hatz hahaha weve been out for weeks,26,112,26,3.3461538461538463
thinking that its weeks till i go on my week holiday,1,positive,11,4.727272727272728,4,train,thinking that its weeks till i go on my week holiday,thinking that its weeks till i go on my week holiday,11,52,11,3.8181818181818183
where did the good weather go,0,negative,6,4.833333333333333,0,train,where did the good weather go,where did the good weather go,6,29,6,4.0
kayb i suppose thats one angle on it another is quotits hip to be squarequot,1,positive,15,5.066666666666666,4,train,kayb i suppose thats one angle on it another is quotits hip to be squarequot,kayb i suppose thats one angle on it another is quotits hip to be squarequot,15,76,15,4.133333333333334
is crying herself to sleeponly to wake up from having dreams of crying,0,negative,13,5.384615384615385,0,train,is crying herself to sleeponly to wake up from having dreams of crying,is crying herself to sleeponly to wake up from having dreams of crying,13,70,13,4.461538461538462
vedasbeads a thats adorable my husband i do that too also with tv quotes it helps to create that special quotfamilyquot language,1,positive,22,5.818181818181818,4,train,vedasbeads a thats adorable my husband i do that too also with tv quotes it helps to create that special quotfamilyquot language,vedasbeads a thats adorable my husband i do that too also with tv quotes it helps to create that special quotfamilyquot language,22,128,22,4.863636363636363
graceclarke ooh what for i miss an actual physical american apparel store online just isnt the same,0,negative,17,5.823529411764706,0,train,graceclarke ooh what for i miss an actual physical american apparel store online just isnt the same,graceclarke ooh what for i miss an actual physical american apparel store online just isnt the same,17,99,17,4.882352941176471
free from work now i gotta clean,0,negative,7,4.571428571428571,0,train,free from work now i gotta clean,free from work now i gotta clean,7,32,7,3.7142857142857144
finally recovering i feel good,1,positive,5,6.0,4,train,finally recovering i feel good,finally recovering i feel good,5,30,5,5.2
alltimeamanda i dont want you to graduate,0,negative,7,5.857142857142857,0,train,alltimeamanda i dont want you to graduate,alltimeamanda i dont want you to graduate,7,41,7,5.0
rise and shine bacon for breakfast and then golf,1,positive,9,5.333333333333333,4,train,rise and shine bacon for breakfast and then golf,rise and shine bacon for breakfast and then golf,9,48,9,4.444444444444445
just finished watching marley amp me sniff sniff,0,negative,8,6.0,0,train,just finished watching marley amp me sniff sniff,just finished watching marley amp me sniff sniff,8,48,8,5.125
good evening my friends via liberalviewerhello,1,positive,6,7.666666666666667,4,train,good evening my friends via liberalviewerhello,good evening my friends via liberalviewerhello,6,46,6,6.833333333333333
caitlinvnus why a bad idea long night drinky drinky hehe,1,positive,10,5.6,4,train,caitlinvnus why a bad idea long night drinky drinky hehe,caitlinvnus why a bad idea long night drinky drinky hehe,10,56,10,4.7
poor gabe i didnt even know he was a veg head though haha ive a pretty good day today watched land of the lost stupidest movie ever,0,negative,27,4.851851851851852,0,train,poor gabe i didnt even know he was a veg head though haha ive a pretty good day today watched land of the lost stupidest movie ever,poor gabe i didnt even know he was a veg head though haha ive a pretty good day today watched land of the lost stupidest movie ever,27,131,27,3.888888888888889
